date,area_type,avg_d_kbps,avg_u_kbps,log_light_intensity
2021-05-06,emerging,15241.0,3490.0,0.03429639573280586
2021-05-07,emerging,6208.5,4730.5,
2021-05-08,emerging,13957.333333333334,2938.3333333333335,0.03880448966349145
2021-05-09,emerging,2111.5,2412.5,0.019802627296179712
2021-05-10,emerging,13770.0,4486.5,0.048790164169432
2021-05-11,emerging,4678.0,3222.0,
2021-05-12,emerging,10659.0,2058.0,0.039220713153281295
2021-05-13,emerging,10528.0,2034.0,0.05826890812397577
2021-05-17,emerging,15852.0,2896.0,0.039220713153281295
2021-05-18,emerging,34918.5,13530.5,0.048790164169432
2021-05-19,emerging,22411.0,4473.0,0.039220713153281295
2021-05-20,emerging,17057.0,5551.5,0.05826890812397577
2021-05-21,emerging,16250.5,4292.0,0.048790164169432
2021-05-22,emerging,14444.0,13236.5,0.0295588022415444
2021-05-23,emerging,7346.0,1696.5,0.05826890812397577
2021-05-24,emerging,23510.0,6351.5,0.0295588022415444
2021-05-25,emerging,19537.666666666668,4304.0,0.01975456654735624
2021-05-26,emerging,13660.0,3504.3333333333335,0.03265373605862713
2021-05-27,emerging,4844.5,1873.0,0.0391744832054882
2021-05-28,emerging,9207.0,6260.0,0.0295588022415444
2021-05-29,emerging,5231.0,845.0,0.009950330853168083
2021-05-30,emerging,3549.5,1601.5,0.06765864847381481
2021-05-31,emerging,17215.0,4079.0,0.039220713153281295
2021-06-01,emerging,11836.5,3223.0,0.0391744832054882
2021-06-02,emerging,55976.0,6129.0,0.0295588022415444
2021-06-03,emerging,10916.0,2948.0,0.0295588022415444
2021-06-04,emerging,5165.0,12331.0,0.048790164169432
2021-06-05,emerging,10539.5,5798.5,0.02458552200322469
2021-06-06,emerging,17285.0,3730.0,0.039220713153281295
2021-06-07,emerging,11529.0,1641.0,0.019802627296179712
2021-06-08,emerging,10241.0,2112.0,0.048790164169432
2021-06-09,emerging,28675.0,11318.0,0.05826890812397577
2021-06-10,emerging,14085.5,11927.5,0.04874481063862853
2021-06-11,emerging,21675.0,4292.5,0.04875992848222969
2021-06-12,emerging,23577.5,5395.5,0.06765864847381481
2021-06-13,emerging,4398.0,2268.0,0.04373063788499726
2021-06-14,emerging,6092.5,1840.0,0.043913855182760086
2021-06-15,emerging,6206.0,1591.0,0.04860872535767961
2021-06-16,emerging,5854.5,3502.5,0.03410961948857193
2021-06-17,emerging,1233.0,1092.0,0.009950330853168083
2021-06-18,emerging,4532.333333333333,1513.3333333333333,0.045417146646475504
2021-06-19,emerging,12831.333333333334,7092.666666666667,0.029370247511300043
2021-06-20,emerging,21744.0,17643.0,0.048790164169432
2021-06-21,emerging,35363.0,46489.0,0.048790164169432
2021-06-22,emerging,7313.0,974.0,
2021-06-24,emerging,14343.5,5830.5,0.0582244063216234
2021-06-25,emerging,10634.0,7685.0,0.05343968081354805
2021-06-26,emerging,18509.333333333332,19325.0,0.03277943921212337
2021-06-27,emerging,12360.5,8949.5,0.03429639573280586
2021-06-28,emerging,25167.666666666668,16095.0,0.0454793879562135
2021-06-30,emerging,6618.0,3100.5,0.019802627296179712
2021-07-01,emerging,5379.0,3398.0,0.048790164169432
2021-07-02,emerging,10442.0,9163.0,0.048790164169432
2021-07-03,emerging,12718.5,2766.5,0.044005438661356644
2021-07-04,emerging,6492.0,5476.0,0.06765864847381481
2021-07-06,emerging,16113.5,2636.0,0.0295588022415444
2021-07-07,emerging,10899.0,1095.0,0.009950330853168083
2021-07-08,emerging,8871.333333333334,5623.0,0.03880448966349145
2021-07-09,emerging,20848.0,11571.0,0.029511670224730502
2021-07-10,emerging,13461.666666666666,3795.0,0.0454793879562135
2021-07-11,emerging,5726.5,2293.5,0.0295588022415444
2021-07-12,emerging,19095.666666666668,13408.333333333334,0.06765864847381481
2021-07-13,emerging,14124.0,7947.5,0.06765864847381481
2021-07-14,emerging,14358.0,3615.0,0.06765864847381481
2021-07-15,emerging,2279.0,951.0,0.05826890812397577
2021-07-16,emerging,30204.0,7794.0,0.05343968081354805
2021-07-17,emerging,17204.5,7660.0,0.029370247511300043
2021-07-18,emerging,26845.0,29236.5,0.04872255973745235
2021-07-19,emerging,16318.0,6023.5,0.0629637782988953
2021-07-20,emerging,15262.0,12442.5,0.05343968081354805
2021-07-21,emerging,6170.0,10676.0,0.048790164169432
2021-07-22,emerging,19766.666666666668,19073.0,0.045417146646475504
2021-07-23,emerging,14695.0,11005.0,0.06765864847381481
2021-07-24,emerging,16796.0,18636.0,0.044005438661356644
2021-07-26,emerging,9548.5,10243.5,0.04860872535767961
2021-07-27,emerging,17965.0,8795.0,0.05826890812397577
2021-07-28,emerging,9598.0,6925.666666666667,0.061369153705687206
2021-07-29,emerging,10869.0,6704.5,0.05343968081354805
2021-07-30,emerging,9757.0,4299.0,0.039220713153281295
2021-07-31,emerging,7923.5,4181.5,0.039220713153281295
2021-08-01,emerging,8656.5,18195.0,0.03438975769741285
2021-08-02,emerging,12909.0,3020.0,0.05826890812397577
2021-08-03,emerging,12594.333333333334,6300.333333333333,0.04866920496159707
2021-08-05,emerging,5696.0,2610.5,0.029511670224730502
2021-08-06,emerging,16510.5,25675.5,0.05826890812397577
2021-08-07,emerging,2122.0,17983.0,0.029511670224730502
2021-08-08,emerging,14685.5,16580.5,0.029370247511300043
2021-08-09,emerging,16431.0,11253.0,0.06765864847381481
2021-08-10,emerging,21277.0,10531.0,0.03880448966349145
2021-08-11,emerging,11319.0,2537.0,0.03438975769741285
2021-08-12,emerging,5179.5,1532.5,0.03429639573280586
2021-08-14,emerging,18879.0,4172.0,0.05826890812397577
2021-08-17,emerging,9585.0,13101.5,0.04874481063862853
2021-08-19,emerging,41973.0,14240.0,0.009950330853168083
2021-08-20,emerging,18172.333333333332,15287.666666666666,0.03581331737680838
2021-08-21,emerging,18772.0,5488.0,0.06765864847381481
2021-08-22,emerging,5387.75,899.0,0.009950330853168083
2021-08-23,emerging,7726.666666666667,1910.3333333333333,0.03438975769741285
2021-08-24,emerging,18808.0,7346.0,
